,text,label
122,anarchy,1
3936,snub,1
3403,pugnacity,1
4566,unuseably,1
4166,surrender,1
1266,Good morning every one.3,0
3439,rage,1
1554,extremism,1
3647,sadly,1
1392,dripped,1
4140,suffer,1
830,Apka Apna Awam Ka Channel Frankline Tv Aam Admi Production Please Visit Or Likes  Share :)Fb Page :...,0
808,cynicism,1
4413,underpowered,1
1039,me want please unhappy ,1
4576,unwilling,1
705, the girl in front of me was ,1
87,thanks for the recent follow. Much appreciated happy  Want this ?,0
2621,jutter,1
3160,overdue,1
2899,misinterpret,1
4014,standstill,1
3391,prosecute,1
3539,repugnance,1
1028,inviolable,0
762,i want to learn the choreo but my ugly body says no crying with joy,0
3672,scandal,1
1097,thanks for the recent follow. Much appreciated happy   Want this,0
1410,That would be a great trick happy.8,0
844,grand,0
51, there will be more figures happy,0
3814,sick,1
3627,rumor,1
225, i got goosebumps ,0
1236,disparaging,1
3735,seethe,1
4438,unfaithfully,1
2594,jealous,1
2719,limitation,1
258,it feels kind of empty w/o youngjae at the venue.. unhappy ,1
733, and have yourself a groovy Thursday!  happy.1,0
4500,unpopular,1
1385,prospros,0
4541,unspeakablely,1
1489,reputation,0
11,accommodative,0
1060,diatribes,1
2873,mischief,1
3887,sluts,1
329,Gippy Grewal  will be online on Twitter at 3 PM,0
175,apprehensions,1
1266,patiently,0
1909,fuckin' headache everyday unhappy ,1
2597,jealousy,1
2425,iniquity,1
1433,egocentric,1
1257,panoramic,0
2478,insult,1
475, i love you i guess happy,0
1747,supporting,0
316,bewail,1
1479,equivocal,1
1222,optimism,0
1183,miraculousness,0
118,appropriate,0
661,Nope unhappy ,1
1307,plush,0
548,What dat? unhappy ,1
435,Ready Now! One 9 week old chocolate female puppy from Harlowe x Sterling! happy  This girl is a sweetheart and has a...,0
398,yes jenniessi? ,1
3365,pretentiously,1
932,Same happy  I'll see closer to the con but it's no more than five or so. Lol same :D,0
2114,Oh boo,1
2070,hotbeds,1
4654,virulence,1
1030,detract,1
809,d*mn,1
1616,fatcats,1
1215,Puta I know sorry isn't enough pero sorry padin unhappy ,1
1403,qualified,0
277,cherished,0
3202,painfully,1
637,Nah  over-rated happy  x,0
1516,exclusion,1
707,fearless,0
2761,lovelorn,1
1069,lawful,0
881,Guys please help I tried to smoke some lettuce earlier but now my salad is ruined unhappy ,1
4725,wobbled,1
391,Morning. Coffee time happy,0
4624,vibrate,1
1745,frantic,1
2783,madder,1
750,Play your part in raising funds for :,0
3071,obscurity,1
653,confront,1
2293,inconsistencies,1
1287,dissenter,1
3622,ruined,1
4319,treasonous,1
449, arrived on the back of a little tipper lorry smile,0
2983,murderously,1
1955,retweet this tweet if you want your to be included in the nhc scrapbook!! i'll be making something out of all of the usern,0
4440,unfavorable,1
1678, DRAGON  MORE! OMG :D,0
3096,oddly,1
788,crumpled,1
4721,wily,1
339,congratulatory,0
2524,invisible,1
3053,numb,1
892,heal,0
4556,unthinkable,1
146,miss biking unhappy ,1
1193,dishonorablely,1
309,bestial,1
622,concede,1
1284,permissible,0
31,congratyoulations Harry!!!!! Been with you since fifa 13!!!! Miss yoyour younboxing videos unhappy ,1
1260,disreputable,1
1627,Thanks for being top engaged community members this week happy  Want this?,0
264,barren,1
3538,repugn,1
1956,hardliner,1
4029,stereotype,1
3580,revoltingly,1
725,cramp,1
911,deign,1
1438,Superstar thanks so much for the kind words! Look forward to seeing you soon buddy smile,0
1274,peach,0
832,goodness,0
1959,hardships,1
3152,overawe,1
2534,irks,1
1390,mutual: let's talk more!me: for sure!mutual:  happy  me:.5,0
2101,idiocies,1
1136,discomfort,1
997,the displayport to HDMI turned up so we back on to  screens o/ 5 days to get the dual PC stream setup sorted (lol) :D,0
1474,Agreed! I feel like I've skipped too many css/design fundamentals. I'm spending the next couple of,0
3652,saggy,1
3302,pitifully,1
3798,shortcoming,1
585,clogs,1
2055,horde,1
1390,dreadfulness,1
3816,sickening,1
1709,flounder,1
1361, Byron in 3 weeks,0
966,impressive,0
3079,obstinately,1
393,bomb,1
156,antithetical,1
2490,intense,1
813,damaging,1
2798,malicious,1
1234,disown,1
3221,paranoia,1
29,accidental,1
1815,futilely,1
349,contribution,0
1538,exploit,1
2511,intrusive,1
552,these nosebleeds are getting outta hands unhappy ,1
2606,jitter,1
160,awards,0
1831,tremendously,0
979,A7atein Because One 'A7a' Just Isn't Enough ({}) :D,0
2480,insulting,1
1649,Awesome! makes a good nurse maid,0
518,Definitely my arms unhappy  .10,1
1032,detracting,1
1926,What did he say I'm at work unhappy  totally made my day though,1
3613,rotten,1
474,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via.3,0
1726,successes,0
2979,mundane,1
1087,liked,0
2067,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .1,1
411,deft,0
533,damn that's unfortunate for them unhappy ,1
2828,mawkishness,1
879,Stats for the week have arrived. 1 new follower and NO unfollowers happy  via.2,0
2555,irredeemable,1
3261,persecute,1
4647,violate,1
3811,shrug,1
1769,frictions,1
1658,you're got to disappear half way too? unhappy  everybody want to being lazy eue,1
3582,revulsive,1
1972,hassled,1
2701,lethargy,1
573,Cheers :D,0
375,blow,1
1005,instructive,0
523,carnage,1
752,crime,1
753,criminal,1
1446,My husband has a family history with the mafia too but he doesn't know the stories sad ,1
2508,intransigent,1
3517,remorseless,1
1536,rightful,0
1137,SONE who cant stream at Genie!You CAN stream for TY at Genie! We are still sharing some Genie IDs. If you want it.1,0
4241,thoughtlessly,1
550,chasten,1
4274,torment,1
544,my boyfriend mad cute unhappy ,1
178,You too man happy,0
453,dotingly,0
2342,ineffectual,1
1979,hateful,1
121,ardent,0
4328,troublemaker,1
2230,impurity,1
3123,oppressive,1
3872,slow-moving,1
225,bravery,0
459,durable,0
520,jimin doesnt follow me yet unhappy ,1
76,Happy 10th Wedding Anniversary Aishwarya Rai-Abhishek Bachchan happy,0
1719,foolishness,1
563,Gamer Follow Train!Follow MeRetweet thisFollow all who retweetedGain active followers happy  450,0
725,I face swapped a cat with a dog and it's really upsetting unhappy  .3,1
1464,regally,0
860,Oh you American cultists :D,0
614,No more good conversations here unhappy ,1
1844,gibe,1
1230,outperformed,0
4066,stress,1
2076,hum,1
3628,rumors,1
4150,suicidal,1
2671,laughably,1
1939,well-bred,0
222,brainy,0
695,friendly reminder that you can enjoy a movie or television show without having to trash another happy,0
665,fabulous,0
2263,i want to hang out with them unhappy ,1
1132,disclaim,1
1455,aw younhappy  i miss you too ,1
2294,inconsistency,1
1834,gawk,1
1281,perfect,0
4265,tingling,1
48, but how about yours? unhappy ,1
1679,flake,1
4570,unwanted,1
2626,killer,1
3130,outbreak,1
4361,unacceptable,1
1666,sporty,0
1690,Am bored and kandowiandg I have ando plaands for today is makiandg me eveand more bored unhappy ,1
1231,outperforming,0
1774,frighten,1
4242,thoughtlessness,1
22,What a pity! unhappy  Those were beautiful! But thank you for your answer!,1
4567,unusual,1
1264,Hi KN fans! happy,0
3653,sags,1
1542,rock-star,0
1327,praising,0
25,Nothing could be better happy.4,0
916, i want to explode like a grenade to the point where people will die with me. sad ,1
1602,silent,0
619,Hey everyone me and Harry have just had pancakes and maple syrup for breakfast . Great way to start the day happy  Miss you a,0
429,destiny,0
1079,dings,1
4211,tedious,1
964,deprave,1
269,Peacefully sitting here reading my book after work,1
2422,inimical,1
4151,suicide,1
2026,helplessly,1
4591,uproarously,1
3638,ruthless,1
2103,idiot,1
1992,hawkish,1
694,Whew! Can't asses myself unhappy ,1
3004,nauseating,1
2284, she might have dressed a bit better.,0
507,calumnies,1
1959,whooa,0
272,cheapest,0
185,beneficent,0
1433,receptive,0
1150,masterpiece,0
2128,ill-usage,1
399,dead-on,0
3678,scandel,1
168,apologists,1
931,demeaning,1
285,Facts About Parrots in Minecraft coming soon!! :D,0
144,antagonize,1
1615,skillfully,0
1453,refinement,0
3918,snagging,1
1373,When your online crush comes to the meet-up without their Snapchat filter unhappy  .3,1
229,awkwardness,1
3429,quitter,1
2296,My moms leaving today to go out of town and I already miss her unhappy ,1
3851,slap,1
3940,sober,1
1611,fatal,1
1194,neat,0
1256,disquietingly,1
350,convenience,0
1131,magnanimously,0
442,bruise,1
1265,disrespectful,1
729,You are welcome happy,0
1013,interests,0
2104,mayes unhappy  .g,1
511,cancer,1
726,We all do unhappy  Pizza in Taiwan! Its like a swift,1
804,gladden,0
2596,jealousness,1
769,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  .1,1
2253,Ouchhhhh unhappy  ,1
4062,strangest,1
1420,reachable,0
1657,spellbinding,0
3682,scar,1
521,Her back unhappy  .1,1
935, and winning giveaways etc unhappy ,1
1096,:D When mom is a bit tired,0
1488,erroneous,1
3416,qualm,1
4223,tenuously,1
1765,swanky,0
1580,better be oldschool crying with joy  RS3 equals  aids 3,0
3518,remorselessly,1
1701,strongest,0
583,he could be whatever,1
83,Yeah! My sight reading was pretty good in high school,1
1464,engulf,1
1349,privileged,0
1484,err,1
149,mata_tytan: almightyTANNER: good evening everyone happy  join our twitter party tonight. official tagline:TANN,0
3364,pretentious,1
1185,dishearten,1
680,ikr!! unhappy  oki welcome sam ,1
2191,Summer's not in our school's vocabulary unhappy  We need air. Please tell ,1
3968,splatter,1
1167,merriness,0
32,accusation,1
3140,outrageously,1
577,enticed,0
3427,quibble,1
4354,ugly,1
1179,miracle,0
1033,Hi Julie,1
3016,negative,1
1086,like,0
187,jungkook looks like he gives the biggest and warmest hugs unhappy  .1,1
1767,frets,1
3393,protested,1
954,denunciation,1
1124,isn't it terrible that we live in a world where we have to address anticipated criticism of our thoughts first? happy,0
1091,disaccord,1
4726,wobbles,1
4764,wrinkled,1
3888,sly,1
627,concens,1
1563,satisfactory,0
1720,That was a FUN night! Sorry I missed last night unhappy  We really need to sync our calendars with and ,1
1414,dumb,1
1638,solace,0
126,Great to work with you too such a lovely place! Thank you for havin,0
4214,temper,1
74,agility,0
2616,judders,1
1002,despoiler,1
78, who knows :D,0
1106,Thats how it sounds like at superbooth happy,0
4444,unforeseen,1
438,Ministers of PMLN are happy like those students who never studied for exams  luckily exams got delayed. They'll still ha,0
4552,unsuspecting,1
2062,horrifies,1
340,conscientious,0
1867,goof,1
1129,magical,0
2316,indelicate,1
1494,resourceful,0
1374,promoter,0
167,apologist,1
493,i miss hoseok unhappy  ,1
504,callous,1
1704,flimflam,1
4101,stupidity,1
3184,overstatements,1
1029,inviolate,0
2194, 2017 at 07:00AM!! kamusta? don't forget to eat your breakfast guys! happy,0
1759,survivor,0
1265,there we go again smile,0
1865, months and years of bonding and happiness  family MCLISSE StarMu,0
2704,lewdness,1
1551,oh my god unhappy  next time mishutuuu,1
2013,hedge,1
18,accurately,0
2096,hysteria,1
905,degradation,1
1907,wow this is amazing but i won't be in the country unhappy  ,1
147,attune,0
2200,damn ify ate unhappy ,1
773,fruitful,0
430,detachable,0
1382,this wasnt meant to sound ano sad ,1
1618,If this gets 70rts I will giveaway 5 minecraft accounts and an origin account randomly to people who retw,0
3267,perturbed,1
3144,over-acted,1
1291,I think that's one of the hottest part of your body  ,1
1690,stimulating,0
3941,sobering,1
2612,joker,1
895,defile,1
2886,miserly,1
624,excellent,0
527,encouragement,0
4480,unlawfulness,1
2083,hurt,1
132,annoy,1
1889,grim,1
951,dented,1
403, I bet The media's one-sided view of Tim Tams surprisingly was the alt-right roar extreme droll Fad unhappy ,1
449,brutalities,1
1923,On moral grounds this verdict is in favor of PTI happy  becoz to  out of 5 judges clearly mention that our PM is...,0
1662,splendid,0
1406,Oh no Andy unhappy ,1
1962,harmful,1
803,WHY ARE YOU WHIMPER AT ME? ,1
1141,marvelled,0
4327,troubled,1
387,Helloo :D Kesh (MzKeshNJ),0
155,antiquated,1
1070,difficulty,1
430,breaks,1
4656,virulently,1
3796,shortage,1
1829, instead of just money,0
2466,instigate,1
91,ameliorate,0
4305,trash,1
2173,kind of jealous with you all laughs but it's ny fault for not working hard happy,0
4051,stooge,1
2742,longing,1
1753,happy birthday crying with joy  yoyour so so cool and i hope yoyour day goes super good,0
3792,shocking,1
1453,emphatic,1
464,LADIES!  - tell me why yoyoyou don't play golf. What wyoyoyoud make yoyoyou want to play? Top 3 reasons yoyoyou DO play? heyjyoyoyoude66info,0
1766,I've been trying to bank sleep all week happy  I doubt I'll be able to sleep Friday or Saturday night,0
3,abominable,1
3706,scornful,1
1484,renewed,0
1636,soft,0
384,cushy,0
2202,I'm so tired of pretending I'm not falling for you unhappy ,1
578,clamorous,1
795, it's just got 3 years longer unhappy   ,1
1076,dimmer,1
560,enrapture,0
3605,risky,1
1112,where's justin i miss him unhappy ,1
1535,righteousness,0
1311,.Is the winner of the donation giveaway,0
1393,proving,0
357,convincingly,0
605,exalted,0
4234,tetchily,1
1849,truthful,0
3921,snappishly,1
633,excitement,0
4225,terrible,1
2006,heavy-handed,1
1890,Thanks by has  notice of me Greetings : JossetteD'Hermanni,0
793,gems,0
2,abundance,0
112,ambiguity,1
3794,shoddy,1
1543,expulse,1
2560,irrelevance,1
211,blossom,0
1337,I need Cue something that would make me smile....I'll be waiting...:( ,1
836,dazed,1
1027,WTF Canada 2017 and you are still in the 1700s. I Will Never support,1
2072,Great night! Hope you enjoyed the strip club after happy  Thx for photo,0
596,euphoric,0
3006,naÔve,1
1944,the only appropriate ones i have unhappy  ,1
395,bombardment,1
311,My heart hurts. sad  I hate people ,1
4491,unnerved,1
2796,malevolently,1
1149,discontinuity,1
3700,scolded,1
2027,helplessness,1
2080, and have fun ,1
1244,displaced,1
345,blameworthy,1
4659,vociferously,1
270,bastard,1
4095,stumps,1
96,amiable,0
463,Offline  unhappy ,1
2515,invalid,1
3294,pigs,1
949,dense,1
2819,marginally,1
738,cravenly,1
3265,pertinacity,1
4499,unpleasantries,1
139,anomalous,1
3479,redundancy,1
3215,panicking,1
4514,unreadable,1
798,SAP did you also use,0
1694,straightforward,0
2723,limp,1
319,bewildered,1
3419,quarrel,1
1080,liberation,0
2386,inferior,1
675,contagious,1
556,enliven,0
8,aborted,1
3578,revolt,1
230,Free market is tops!!! Real human rights sound great to me,0
1409,radiant,0
2233,inaccuracy,1
969,you still syoure ? :D,0
795,generous,0
1323,distrusting,1
993,despairingly,1
383,cure-all,0
1731,forlorn,1
2340,ineffectively,1
823,glowingly,0
4245,threaten,1
3505,rejection,1
1408,dubious,1
3216,panicky,1
1578,selective,0
1612,we will be never ready actually happy  idhuellam dialogue ku dhan othu varum..,0
2065,horrifys,1
1062,What a day! What better way to spend this sunny day than drinks by the shore happy,0
1921,gullible,1
2942,mocks,1
1135,can just see the edge creeping in unhappy  ,1
1518,what a great thing to be sad about unhappy ,1
2057,Thanks for the recent follow Happy to connect happy  (Want this? It's FREE!,0
187,ashamed,1
1783,frozen,1
3434,racy,1
2689,lechery,1
863,Thanks for the recent follow Happy to connect happy  have a great Thursday.,0
1017,soon :' I need you so much crying with joy  {} I need you kaswa :',0
1766,sweeping,0
1973,wise,0
3110,omit,1
867,deceiver,1
1236,$ES_F $SPY  Bulls are just relentless  happy   Some setups I like today,0
1058,A huge thank you to all the within the Social Work  Care Sectors! Keep up the great work happy,0
15,Yesterday felt like friday unhappy ,1
550,Helloo :D Mack. (Macktimus),0
869,hale,0
2108,Congratulations,0
3489,refutes,1
2009,Lunchtime with Flinthook! This game has so much personality :D,0
1929,Sup guys? :D,0
1469,You can have mine and I'll take the iPhone. I'm switching back when my contract is up... in a year and a half unhappy ,1
3862,slogs,1
203, please! Watch the AFL Anzac Game on Tuesday! It's a VERY big tradition here and you'll love the sport! happy,0
1607,fastuous,1
1701, it would be awesome.,0
1537,rightfully,0
1822,gainsayer,1
578, 2010 Week 11,1
1209,i can't continue this right now because the lighting is shitty as f i swear sorry sad ,1
847,debasement,1
176,Spose you don't have to pay for accomodation which is nice haha? Or are you going to stay somewhere anyway? happy,0
2952,moody,1
3726,scuff,1
175,instant message still hoping unhappy  ,1
3224,pariah,1
4734,worried,1
1179,Va astept la acest eveniment! :)Next events:,0
3236,pauper,1
1338,doddering,1
1557,eyesore,1
2833,meddle,1
2272,lets agree she put her brain on knees crying with joy,0
1029,Hellooo happy  Xbox adHatter (XboxMadHatter),0
578,enticing,0
572,choleric,1
952,imaginative,0
1245,overtaking,0
1573,fall,1
4016,starkly,1
1321,my contribution to ( posted on my tumblr a while ago crying with joy  ),0
898,deformed,1
3185,overstates,1
3801,shortsighted,1
1931,no i don%27t :)),0
1056,kid-friendly,0
1201,nifty,0
3709,scourge,1
2169,impenitent,1
1103,disagreeing,1
1113,wow unhappy  people are so mean  ,1
1359,downcast,1
420,delightfully,0
989,ingenious,0
1732,sufficient,0
1094,I liked a video ,1
530,cataclysm,1
84,aggrieved,1
2614,judder,1
2167, can't believe he will be year for next year unhappy  We're becoming old HAHAHAH :v,1
4662,vomit,1
4190,tangled,1
2033,Nice,0
1855,glitch,1
2520,inveigle,1
1276,Hi Ishwar! That's not the experience we want you to have unhappy  We will call you  for more details and sort it out! - Roshan,1
612,We lost: at Jacksonville,1
3022,negligent,1
1203,before anyone else we ass hole unhappy ,1
4275,tormented,1
4254,thug,1
1853,Thanks for the recent follow Happy to connect happy  have a great Wednesday. Want this,0
3384,profanity,1
257,catchy,0
2036, rocks. next question - where is my astro unhappy  ?,1
920,Superstar thanks so much for the kind words! Look forward to seeing you soon buddy smile.1,0
498,byzantine,1
793,cry,1
1577,June 5 - June 16 unhappy  ,1
1567,satisfying,0
2271,Aww unhappy  I'm on Coeurl,1
1064,laudable,0
756,[thinks about how tfp soundwave is forever trapped in the void realm] unhappy .1,1
1445,I need lessons to learn how to start conversations with people and keep chatting with them unhappy ,1
1808,I appreciate the sentiment but I couldn't do that. happy,0
1268,patriotic,0
1448,redeem,0
1090,lionhearted,0
4759,wretch,1
1105, much appreciated happy   Want this ?,0
4179,swipe,1
881,defamation,1
1904, didn't even get an easter egg this year! unhappy  xx,1
728,cranky,1
3557,restricted,1
1998, and I suspect you will be one of the few who would get it happy,0
890,But I no have round ass crying  ,1
1235,outsmart,0
1988,works,0
1109, i want to go to an m's game unhappy ,1
2748,lorn,1
1434,Koalas are dying of thirst  and it's all because of us unhappy  .7,1
2210,imprecisely,1
4,accessable,0
817,glorify,0
668,failed unhappy  .g hehe,1
1950,sadly I'm not unhappy ,1
570,because you are one happy,0
189,Small fishie died unhappy ,1
4332,troubling,1
133,annoyance,1
127,angry,1
296,clearly,0
1333,ohh normally I feel sick when I drink like 3-4 cups of coffee ,1
820,glory,0
858,decadence,1
4750,wounds,1
295,clearer,0
4680,warp,1
72,WUT I TOTALLY MISSED YOUR BDAY unhappy  Happy belated Birthday sweetheart,1
230,breathtaking,0
3708,scoundrel,1
3674,scandalized,1
1622,I miss quacktopia! unhappy ,1
1254, tolong bantu sampaikan keluhan ARMYs ke dong. Too many complaint here and there since day 1 of ticketing unhappy ,1
3350,predicament,1
4217,tenderness,1
286,belated,1
2223,Lage unhappy ,1
602,happy birthday sweet sweet girl! i hope you have the best day ever! love and miss you so much unhappy   ,1
1558,saintly,0
876,The biblical lectures are coming. More notification soon. Tomorrow,1
2164,Evet happy,0
203,atrocities,1
1677,staunch,0
4240,thoughtless,1
1288,Streaming later in the day (night stream) since i have to go and take care of the internet contract,1
1444, if i get 900 retweets and 900 likes. help me :(un,1
1799,fumble,1
379,i'm still in my bedroom and scared of going out happy,0
3552,resigned,1
1419,dumps,1
1319,distressing,1
337,She also makes some of the most beautiful art (my biggest inspo) All for sale if anyone is interested happy,0
4475,unknown,1
414,brainless,1
385,blurs,1
81,aggressiveness,1
307,besiege,1
3546,repulsively,1
142,antagonist,1
947,denigrate,1
4626,vibrates,1
1107,lower-priced,0
1501,resplendent,0
181,arduous,1
1135,discomfititure,1
1747, look how big I've become!,0
3251,perfunctory,1
2431,injustices,1
1296,dissolute,1
2449,insignificance,1
1433,thanks! happy,0
4593,upset,1
1944,harassment,1
382,cure,0
593,ethical,0
3855,slave,1
3, have a blast okay. love you!,1
2200,imposition,1
328,Guess who's not getting a unicorn frappuccino because they're sold out unhappy ,1
3945,sore,1
1783,Feel so fucking shit today unhappy ,1
651,confounded,1
985,infallibility,0
17,this is damn.... theres people who sincerely want to attend BH birthday party but bcs of those people who try for fun make them ca.15,1
1953,hardened,1
1989, Jamie. Passion + perseverance equals  two of the not-so-secret ingredients in the secret sauce of success happy,0
2768,lull,1
987,infallibly,0
1041,devastatingly,1
485,it's only been a few days since their promotion ended but i'm already missing her so much unhappy  .2,1
166,apocalyptic,1
1405,drunk,1
4310,traumatically,1
2581,isolated,1
2048,hollow,1
4011,stalls,1
1915,grumpish,1
163,apathetically,1
1082,direly,1
526,encourage,0
1333,prefer,0
848,I really enjoyed horrizion zero dawn but no idea what to play next unhappy ,1
1723,Youngjae during fansign on 04/10/17 constantly massaging his back. Clearly something wrong but pretended he was not,1
1855,unabashedly,0
3259,perplexing,1
1278,Mythbuster/20 happy,0
3891,smash,1
1510,exasperated,1
1306,pluses,0
1936,There're time we shcj do/did something that dissapointed ot6,0
1508,restructuring,0
218,boost,0
582,clique,1
3445,rampant,1
3206,paltry,1
4711,whips,1
829,golden,0
1533,i'd rather be sailor uranus but chibiusa but if thats everyone says i am unhappy  rip,1
716,i love youu so much unhappy  thank you,1
1061,dick,1
1299,dissonant,1
3051,noxious,1
262,Remember- vocab knowledge is worth 75% of your grade! Will announce winner tomorrow morning at 10am! happy  15 to purchase! happy,0
781,cruelness,1
1288,dissention,1
2932,misunderstood,1
177,apprehensively,1
3830,sinister,1
2000,if anyone needs me I'll be on my vent unhappy ,1
269,charmingly,0
3721,screech,1
1803, we seem to have sold our government some time ago. unhappy ,1
1303,pleasurably,0
236,backaches,1
1327,Thank you crew happy.3,0
3134,outcry,1
1452,refined,0
1590, I say TUNA happy,0
1532,exorbitantly,1
1647,ferocity,1
478,I love got7 but god i am bored unhappy ,1
978,ally unhappy  I can't make a poem about being cute ,1
1313,distraction,1
1785,tenacity,0
117,appreciatively,0
660,exultingly,0
3249,perfidious,1
373,courteous,0
955,immense,0
1032,One year ago today unhappy  ,1
3195,overwhelms,1
3754,seriousness,1
801,I can't do it all on my own. (See what I did there? ) ,1
3337,poorly,1
92,amenable,0
3913,smuttier,1
2201,Hello everyone,0
3739,self-defeating,1
675,fame,0
1674,state-of-the-art,0
1476,enviously,1
2009,heckle,1
1485,errant,1
843,graciousness,0
821,glow,0
1023,inventive,0
1596,sharpest,0
2627,killing,1
865,deceitfulness,1
907,degrading,1
1661,spiritual,0
1017,intrigue,0
1014,Another great song  Have a listen. Its good! You may well like it happy.1,0
344,blame,1
3142,outrages,1
456,bs,1
761,I only just absorbed that I'm not going to get to laugh when he gets 2000 votes. unhappy  .4,1
777,Is that store still in use? If so,1
3007,nebulous,1
1418,dumping,1
797,cunt,1
4318,treason,1
2332,indiscriminately,1
2025,tulips are my favorite unhappy  ,1
374,courtly,0
372,courageousness,0
56,some people  you intensionly  they don%27t even they please someone unhappy  ,1
2122,ill-mannered,1
3326,poky,1
3825,simplistic,1
927,Les videre happy,0
4381,unclean,1
1091,lively,0
371,courageously,0
2132, didn't get a chance to say hi unhappy ,1
1827,Unnamed: 938,1
1743,new video out today happy,0
1880,unquestionably,0
3480,redundant,1
1857,One table last night told me I look like a graceful ballerina gliding through tables- then another told me I looked like a flash dancer unhappy ,1
98,alarmed,1
640,condescendingly,1
3125,oppressiveness,1
4701,wedge,1
4369,unattractive,1
4754,wreaked,1
464,earnest,0
1689,Everyone from getting punched :D,0
1020,deteriorate,1
4067,stresses,1
1633,snappy,0
4632,viciousness,1
1913,grumpiest,1
325,Stats for the week have arrived. 1 new follower and NO unfollowers happy  via,0
1872,RT: almightyTANNER: good evening everyone happy  join our twitter party tonight. official tagline:TANNER WelcomeB,0
534,endorsement,0
4649,violator,1
3310,plaything,1
105,amusingly,0
4129,subvert,1
636,Hey thanks for being top High Value Members of last week,0
919,delays,1
529,Hey,0
4206,taut,1
2045,Hellooo happy  CJAY (CJAY_100),0
2578,irritation,1
537,energetic,0
3843,skittishly,1
1537,explode,1
930,Did you notice? There is no killings of RSS / BJP workers in another Southern State? CM is dismantling Xtian infra in Munnar?.1,0
1525,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways .4,1
1257,disquietude,1
434,brimstone,1
790,geekier,0
1009,despotism,1
859,decadent,1
1311,poignant,0
366,cost-saving,0
2029,heretic,1
313,betrayer,1
4238,thirst,1
1249,painless,0
2213,Me to self: don't buy that.Also me: but I'm a furry unhappy  ,1
4378,uncertain,1
2236,inaction,1
1526,oh my god not laurie penny unhappy ,1
3276,pessimism,1
4183,syndrome,1
2759,lousy,1
1777,frightful,1
1160,Sorry piss off /3 unhappy ,1
1393,Time just flies,1
634,Wow i just made a JS compressor that actually checks scoped variables existing. Turns out i have a few issues happy  Linters may be useful happy,0
3953,sourly,1
1563,fail,1
2280,we don%27t talk anymore like we used to do unhappy ,1
3355,premeditated,1
1697,flees,1
1851,truthfulness,0
67,i cant find my striped shirt unhappy  so instant message wearing the one that says what is your favorite thing? with lucas in the middle,1
1571,faithless,1
3998,squealing,1
86,aghast,1
720,fervently,0
97,amicability,0
3025,nervous,1
171,beauteous,0
112,appreciable,0
644,exonerate,0
1996,haze,1
1885,unwavering,0
3147,over-hyped,1
1407,quieter,0
2304,incorrigibly,1
3730,second-class,1
3057,objectionable,1
1479,Thanks happy,0
1481, beautiful set ,0
2770,lunatic,1
693,contrariness,1
123,anemic,1
1643,soothe,0
971,improvement,0
3317,ploy,1
4072,strictly,1
2906,mismanage,1
4722,wimpy,1
4222,tenuous,1
460,First happy,0
3839,sketchy,1
54,advocated,0
1177,mighty,0
3542,repulse,1
1842,gibber,1
670,fairness,0
1841,trumpet,0
659,Miss my friends unhappy ,1
721,cracks,1
2530,ire,1
3,abundant,0
2287, assumes Im outsider because of my ,1
1328,pre-eminent,0
1427,dying,1
62,affinity,0
1015,destroyer,1
4205,taunts,1
1535,expire,1
671,faith,0
145,Thank you happy,0
3166,overpaid,1
184,arrogance,1
2521,invidious,1
3301,pitiful,1
2822,mashed,1
4348,tyranny,1
2877,misconceptions,1
702,mutual: let's talk more!me: for sure!mutual:  happy  me:.6,0
1938,Good luck to Rich riding for great project in this Sunday. Can you donate?,0
2135,32- for the love of a daughter crying  ,1
768,freshest,0
957,thanks for being top influencers in my community last week happy,0
1895,gritty,1
59,instant message still hoping unhappy  .1,1
3555,restlessness,1
3340,poverty,1
1999, didn't arrive unhappy  here's hoping tomorrow it does,1
740,please take all the rest you needwe love you so so much :(i hope you feel better soon sunshine! ,1
500,calamities,1
1211,You better check this out,0
4422,undue,1
3976,spoils,1
647,expertly,0
2474,insufficiency,1
1654,speedily,0
1037,devastate,1
1615,fatcat,1
485,ecstatically,0
1480,erase,1
4531,unsecure,1
2266,incoherence,1
2767,lukewarm,1
1360,proficiently,0
92,If you really want to dye it don't go lighter ,1
396,bombastic,1
1629,faulty,1
1299,pleases,0
4571,unwarranted,1
2652,lambaste,1
168,backbone,0
1591,serene,0
1628,faults,1
2170,It's raining so hard unhappy ,1
2099,hysterically,1
1016, i think that's going to be true ,1
1426,OPENING UP TO YOU LOT!RT LIKES WOULD BE LAAAAAVERLY :D .xxENJOY.1,0
1470,rejuvenated,0
3592,rift,1
1441,reconciliation,0
4430,unethical,1
1277,YES!!! Neil Gaiman for life! :D,0
2551,irrecoverable,1
730,finer,0
1616,3 little ones.. wish you the best happy  sounds like a fun group,0
1085,likable,0
3273,pervert,1
730,crappy,1
1225,Nothing moves faster than a girl untagging herself from an ugly picture :)KISSES TheFashionIcon,0
665,I honestly think that their just trying to get rid of me and make a mockery out of me in my Town because i just wont admit it. unhappy ,1
1877,grating,1
1283,i love when people or message me w long messages about how beautiful they find joon like unhappy  yes i agree keep going,1
3014,negate,1
